id,question,answer,explanation,category,tags,source,note
TF-L-001,消防法上の危険物について、「消防法上の危険物とは、火災時に煙を出す物質をいう。」は正しい。,×,誤り。煙を出すかどうかは消防法上の危険物の定義ではない、消防法上の危険物は、消防法別表第一の品名欄に掲げる物品で、同表の区分に応じた性状を有するものをいう、すべての可燃物や液体可燃物が危険物になるわけではない。,法令・制度,TF-L-001;L-001;LAW-001;危険物の定義;消防法上の危険物の定義;基礎,消防法 別表第一（https://laws.e-gov.go.jp/law/323AC1000000186）,公開前確認待ち
TF-L-076,製造所等を譲り受けた場合などの手続きについて、「譲渡の届出は、危険物取扱者免状の更新手続きだけをいう。」は正しい。,×,誤り。免状更新手続きではない、製造所等の譲渡または引渡しがあった場合、法令上、届出が必要となる場合がある、施設の権利移転と免状更新は別の手続きである。,法令・制度,TF-L-076;L-023;LAW-021;届出;譲渡・引渡しの届出;標準,消防法：製造所等の譲渡・引渡し,公開前確認待ち
TF-L-077,製造所等の譲渡または引渡しがあった場合について、「法令上、届出が必要となる場合がある。」は正しい。,○,正しい。製造所等の譲渡または引渡しがあった場合、法令上、届出が必要となる場合がある。,法令・制度,TF-L-077;L-098;LAW-021;届出;譲渡・引渡しの届出;標準,消防法：譲渡・引渡し,公開前確認待ち
TF-L-078,製造所等を譲り受けた場合に関係する手続きについて、「販売価格の認可」は正しい。,×,誤り。販売価格認可ではない、製造所等の譲渡または引渡しがあった場合、届出が必要となる場合がある。,法令・制度,TF-L-078;L-180;LAW-021;届出;譲渡・引渡しの届出;標準,消防法：譲渡・引渡し,公開前確認待ち
TF-L-079,製造所等の用途を廃止した場合の手続きについて、「法令上、廃止の届出が必要となる場合がある。」は正しい。,○,正しい。製造所等を廃止した場合、法令上、廃止の届出が必要となる場合がある、危険物の残存や安全措置にも注意が必要である。,法令・制度,TF-L-079;L-024;LAW-022;届出;廃止届出;基礎,消防法：製造所等の廃止,公開前確認待ち
TF-L-080,製造所等を廃止した場合について、「法令上、廃止の届出が必要となる場合がある。」は正しい。,○,正しい。製造所等を廃止した場合、法令上、廃止の届出が必要となる場合がある、危険物の残存にも注意が必要である。,法令・制度,TF-L-080;L-115;LAW-022;届出;廃止届出;基礎,消防法：製造所等の廃止,公開前確認待ち
TF-L-081,製造所等を廃止した後の対応として、適切なものについて、「指定数量を自動で増やす。」は正しい。,×,誤り。指定数量は増えない、製造所等を廃止した場合、廃止届出や残存危険物の安全措置が重要である。,法令・制度,TF-L-081;L-199;LAW-022;届出;廃止届出;基礎,消防法：廃止届出,公開前確認待ち
TF-L-082,乙種危険物取扱者について、「免状に指定された類の危険物について、取扱いまたは立会いができる。」は正しい。,○,正しい。乙種危険物取扱者は、免状に指定された類の危険物について取扱いおよび立会いができる、乙4であれば第4類危険物が対象である。,法令・制度,TF-L-082;L-004;LAW-023;危険物取扱者;甲種・乙種・丙種の違い;基礎,消防法 危険物取扱者制度、消防試験研究センター試験案内,公開前確認待ち
TF-L-083,危険物取扱者の区分について、「甲種は、すべての種類の危険物を取り扱うことができる。」は正しい。,○,正しい。乙種は免状に指定された類、乙種第4類は第4類危険物が対象である。,法令・制度,TF-L-083;L-010;LAW-023;危険物取扱者;甲種・乙種・丙種の違い;基礎,消防試験研究センター 危険物取扱者免状の区分（https://www.shoubo-shiken.or.jp/kikenbutsu/）,公開前確認待ち
TF-L-084,乙種第4類危険物取扱者が取り扱える危険物について、「危険物以外のすべての薬品」は正しい。,×,誤り。危険物以外のすべての薬品を扱う資格ではない、乙種危険物取扱者は、免状に指定された類の危険物を取り扱うことができる、乙種第4類では第4類危険物が対象である。,法令・制度,TF-L-084;L-083;LAW-023;危険物取扱者;甲種・乙種・丙種の違い;標準,消防試験研究センター：危険物取扱者免状,公開前確認待ち
TF-L-085,甲種危険物取扱者の取扱範囲について、「すべての種類の危険物を取り扱うことができる。」は正しい。,○,正しい。甲種危険物取扱者は、すべての種類の危険物を取り扱うことができる。,法令・制度,TF-L-085;L-139;LAW-023;危険物取扱者;甲種・乙種・丙種の違い;標準,消防試験研究センター：危険物取扱者免状,公開前確認待ち
TF-L-086,乙種危険物取扱者の説明について、「消火設備の名称である。」は正しい。,×,誤り。消火設備ではない、乙種危険物取扱者は、免状に指定された類の危険物を取り扱える。,法令・制度,TF-L-086;L-218;LAW-023;危険物取扱者;甲種・乙種・丙種の違い;標準,消防試験研究センター：危険物取扱者免状,公開前確認待ち
TF-L-087,危険物取扱者免状を亡失した場合の対応について、「免状をなくしても、すべての危険物を自由に扱える。」は正しい。,×,誤り。免状の範囲を超えて扱えるわけではない、危険物取扱者免状を亡失した場合には、再交付の手続きが問題となる、施設の許可とは別の手続きである。,法令・制度,TF-L-087;L-066;LAW-024;免状;免状の交付・書換え・再交付;基礎,消防法：危険物取扱者免状,公開前確認待ち
TF-L-088,危険物取扱者免状の書換えが問題となる場合として、適切なものについて、「給油取扱所を見学した場合。」は正しい。,×,誤り。見学だけで書換えは不要である、危険物取扱者免状の記載事項に変更があった場合、書換えの手続きが問題となる。,法令・制度,TF-L-088;L-116;LAW-024;免状;免状の交付・書換え・再交付;基礎,消防法：危険物取扱者免状,公開前確認待ち
TF-L-089,免状の再交付が問題となる事例について、「免状を亡失または損傷した場合。」は正しい。,○,正しい。免状を亡失または損傷した場合、再交付が問題となる。,法令・制度,TF-L-089;L-140;LAW-024;免状;免状の交付・書換え・再交付;基礎,消防法：危険物取扱者免状,公開前確認待ち
TF-L-090,免状の記載事項に変更があった場合に関係する手続きについて、「指定数量倍数の合算」は正しい。,×,誤り。計算ではない、免状の記載事項に変更があった場合、書換えの手続きが問題となる。,法令・制度,TF-L-090;L-181;LAW-024;免状;免状の交付・書換え・再交付;基礎,消防法：危険物取扱者免状,公開前確認待ち
TF-L-091,危険物取扱者免状について、「氏名など免状記載事項に変更があった場合、書換えが必要となる場合がある。」は正しい。,○,正しい。危険物取扱者免状は、記載事項に変更があった場合の書換えや、紛失等の場合の再交付が問題となる、施設の設置許可証とは別である。,法令・制度,TF-L-091;L-025;LAW-025;免状;免状の交付・書換え・再交付;基礎,消防法：危険物取扱者免状,公開前確認待ち
TF-L-092,危険物取扱者の保安講習について、適切な説明について、「危険物の取扱作業に従事する者に対し、一定の時期に受講が求められる場合がある。」は正しい。,○,正しい。危険物の取扱作業に従事する危険物取扱者には、保安講習の受講が求められる場合がある。,法令・制度,TF-L-092;L-067;LAW-025;保安講習;保安講習の対象・時期;標準,消防法：保安講習,公開前確認待ち
TF-L-093,免状取得後の保安講習について、「保安講習は指定数量の別名である。」は正しい。,×,誤り。指定数量ではない、危険物取扱者免状を取得した後も、危険物の取扱作業に従事する場合は保安講習が必要となる場合がある。,法令・制度,TF-L-093;L-141;LAW-025;保安講習;保安講習の対象・時期;標準,消防法：保安講習,公開前確認待ち
TF-L-094,保安講習の目的として最も近いものについて、「施設の販売価格を決めるため。」は正しい。,×,誤り。販売価格とは関係ない、保安講習は、危険物取扱作業に関する保安知識を維持・向上するための制度である。,法令・制度,TF-L-094;L-182;LAW-025;保安講習;保安講習の対象・時期;標準,消防法：保安講習,公開前確認待ち
TF-L-095,危険物取扱者の保安講習について、「危険物の取扱作業に従事する危険物取扱者には、保安講習の受講が必要となる場合がある。」は正しい。,○,正しい。危険物の取扱作業に従事する危険物取扱者には、法令上、保安講習の受講が必要となる場合がある、免状取得後も保安教育は重要である。,法令・制度,TF-L-095;L-015;LAW-026;保安講習;保安講習の対象・時期;基礎,消防法：危険物取扱者の保安講習,公開前確認待ち
TF-L-096,危険物保安統括管理者の役割として、最も適切なものについて、「指定数量を自由に変更する。」は正しい。,×,誤り。指定数量は自由に変えられない、危険物保安統括管理者は、一定の事業所における危険物保安に関する業務を統括管理する役割である。,法令・制度,TF-L-096;L-117;LAW-026;危険物保安統括管理者;選任要件・役割;標準,消防法：危険物保安統括管理者,公開前確認待ち
TF-L-097,危険物保安統括管理者と関係が深いものについて、「事業所全体の危険物保安業務の統括」は正しい。,○,正しい。危険物保安統括管理者は、一定の事業所における危険物保安業務を統括する役割である。,法令・制度,TF-L-097;L-200;LAW-026;危険物保安統括管理者;選任要件・役割;標準,消防法：危険物保安統括管理者,公開前確認待ち
